Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
5286;202105;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
3;202202;Prime;Pensionado;APO + CB;Femenino;Dependiente
3;202110;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
9;202101;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
459;202108;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
2;202106;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
47;202208;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Independiente
111;202101;Prime;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
1;202203;Alto Patrimonio;Pensionado;APO + AFP_VOL;Masculino;Independiente
14;202207;Alto Valor;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
1416;202206;Alto Patrimonio;No Cotizante;CB;Masculino;NULL
85;202201;Rentas Masivas;No Cotizante;VIDA;Masculino;NULL
6;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
70;202112;Rentas Medias;Pensionado;VIDA;Masculino;Dependiente
10;202105;Alto Patrimonio;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
39;202109;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Independiente
1;202105;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Femenino;NULL
20;202111;Rentas Masivas;Pensionado;CB + PENS;Masculino;Dependiente
2;202103;Rentas Medias;Afiliado no Pensionado;CB;Masculino;Independiente
87;202107;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
4;202101;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;NULL
26;202102;Rentas Masivas;Pensionado;CB;Femenino;Independiente
2;202104;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
1;202203;Prime;Afiliado no Pensionado;VIDA;Masculino;Dependiente
17;202111;Rentas Medias;Pensionado;CB;Masculino;Independiente
6;202103;Prime;Pensionado;CB + PENS;Masculino;Independiente
29;202106;Prime;Pensionado;AFP_VOL;Femenino;Independiente
4;202101;Rentas Medias;Pensionado;APO + CB;Femenino;Dependiente
1;202103;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
2498;202205;Rentas Masivas;No Cotizante;CB;Femenino;NULL
418;202208;Prime;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
5;202108;Rentas Medias;Pensionado;APO + CB;Femenino;Dependiente
17;202203;Prime;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
1;202207;Prime;Pensionado;APO + VIDA;Femenino;Dependiente
23;202201;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
3;202202;Alto Valor;Pensionado;VIDA;Masculino;NULL
1;202208;Alto Patrimonio;Pensionado;APO + CB + VIDA;Femenino;Independiente
9;202110;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
219;202206;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
50;202102;Alto Valor;Pensionado;AFP_VOL;Masculino;Independiente
3;202206;Alto Valor;Pensionado;APO + CB + PENS;Femenino;Dependiente
79;202206;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
1;202105;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
1;202205;Prime;Pensionado;APO + CB + PENS;Femenino;Dependiente
15;202205;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
48;202104;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
9;202104;Alto Valor;Pensionado;APO;Masculino;Independiente
1;202203;Alto Valor;Pensionado;CB;Femenino;NULL
1147;202106;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
16;202203;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Femenino;Independiente
8;202102;Prime;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
4;202101;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
2356;202203;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Independiente
257;202206;Rentas Medias;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
1;202203;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
10;202112;Rentas Masivas;Pensionado;CB + PENS;Femenino;Independiente
1;202203;Prime;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
4;202111;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;Independiente
530;202202;Rentas Medias;No Cotizante;AFP_VOL + CB;Masculino;NULL
2;202101;Rentas Masivas;No Cotizante;CB + VIDA;Masculino;NULL
4;202201;Prime;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
1;202103;Alto Valor;Pensionado;APO + CB + VIDA;Masculino;Dependiente
76039;202206;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
966;202208;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
3;202111;Alto Patrimonio;Afiliado no Pensionado;CB;Femenino;Dependiente
29;202112;Prime;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
17;202205;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
15;202109;Prime;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
614;202102;Rentas Masivas;Pensionado;APO + AFP_VOL;Masculino;Dependiente
106;202207;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
46;202109;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Femenino;Dependiente
5;202110;Rentas Masivas;Afiliado no Pensionado;CB;Femenino;Independiente
84;202201;Alto Patrimonio;No Cotizante;AFP_VOL;Masculino;NULL
22;202208;Rentas Masivas;Pensionado;CB;Masculino;Independiente
1786;202102;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
338;202104;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
2;202201;Rentas Medias;Pensionado;CB + PENS;Masculino;Independiente
4;202110;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;NULL
417;202108;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
70;202112;Rentas Masivas;Pensionado;APO;Femenino;Independiente
22;202202;Prime;Pensionado;CB;Femenino;Independiente
3;202107;Alto Valor;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
23;202106;Alto Patrimonio;No Cotizante;AFP_VOL;Femenino;NULL
1;202110;Rentas Medias;Afiliado no Pensionado;APO + PENS;Femenino;Dependiente
47;202102;Rentas Medias;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
1407;202207;Alto Patrimonio;No Cotizante;CB;Masculino;NULL
91;202107;Prime;Pensionado;AFP_VOL + CB + PENS;Masculino;Dependiente
12;202110;Prime;Pensionado;AFP_VOL + CB;Femenino;Independiente
4;202105;Prime;Pensionado;VIDA + PENS;Femenino;Dependiente
40088;202106;Rentas Masivas;No Cotizante;AFP_VOL;Masculino;NULL
2;202208;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;NULL
2;202105;Alto Valor;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
5;202109;Prime;Pensionado;AFP_VOL + CB;Masculino;NULL
1;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
6;202108;Prime;Pensionado;AFP_VOL + CB;Masculino;NULL
1182;202107;Alto Patrimonio;No Cotizante;CB;Masculino;NULL
3;202208;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
5;202109;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;NULL
2;202208;Rentas Medias;Pensionado;CB + VIDA;Femenino;NULL
1261;202105;Rentas Masivas;Pensionado;APO;Femenino;Dependiente
1;202107;Prime;Pensionado;CB + VIDA + PENS;Masculino;Dependiente
76;202208;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
4;202202;Rentas Masivas;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Dependiente
7;202208;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Independiente
6593;202107;Rentas Medias;No Cotizante;VIDA;Masculino;NULL
1;202111;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
64;202112;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;Dependiente
252;202110;Prime;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
11;202110;Rentas Medias;Pensionado;APO + PENS;Femenino;Independiente
2;202107;Prime;Pensionado;CB;Femenino;NULL
59;202203;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;Dependiente
5;202106;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
1007;202108;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
45;202101;Rentas Medias;Pensionado;VIDA + PENS;Femenino;Dependiente
4;202107;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
122;202112;Rentas Masivas;Pensionado;APO + PENS;Masculino;Independiente
38;202104;Rentas Masivas;Afiliado no Pensionado;APO + CB;Femenino;Independiente
1;202108;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;NULL
232;202205;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
1;202203;Prime;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
2;202112;Alto Valor;Pensionado;CB + VIDA;Femenino;Independiente
48;202101;Alto Valor;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
261;202203;Alto Patrimonio;No Cotizante;VIDA;Masculino;NULL
4;202108;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
78961;202101;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
1;202203;Alto Valor;Pensionado;CB + VIDA;Femenino;Independiente
1;202103;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
1;202111;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Independiente
92;202111;Rentas Masivas;Pensionado;CB;Femenino;Dependiente
18;202103;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Dependiente
630;202109;Rentas Medias;Pensionado;AFP_VOL + PENS;Masculino;Independiente
70;202105;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
5;202105;Alto Patrimonio;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
3;202105;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
1;202111;Alto Valor;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
2;202204;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
260;202103;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
1;202202;Alto Valor;Pensionado;VIDA;Femenino;NULL
1;202206;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
6;202203;Alto Valor;Pensionado;VIDA + PENS;Femenino;Dependiente
2;202205;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;NULL
5;202201;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
3;202102;Alto Valor;Afiliado no Pensionado;VIDA;Masculino;Dependiente
1;202203;Rentas Medias;Afiliado no Pensionado;CB + VIDA;Femenino;Dependiente
56;202208;Alto Patrimonio;Pensionado;CB;Masculino;Dependiente
227;202106;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
1;202110;Alto Patrimonio;No Cotizante;VIDA + PENS;Masculino;NULL
1;202205;Alto Patrimonio;No Cotizante;AFP_VOL + CB + PENS;Femenino;NULL
1;202109;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
1803;202104;Alto Valor;No Cotizante;VIDA;Femenino;NULL
693;202111;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
2;202106;Rentas Masivas;No Cotizante;APO;Femenino;Independiente
2;202203;Rentas Medias;Pensionado;CB + VIDA;Femenino;NULL
1;202202;Prime;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
1;202101;Alto Valor;Pensionado;CB + VIDA;Femenino;Independiente
2;202207;Prime;Afiliado no Pensionado;VIDA;Masculino;Independiente
54;202203;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Independiente
7;202205;Alto Patrimonio;Pensionado;CB;Masculino;NULL
3;202104;Prime;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
3;202206;Prime;Pensionado;VIDA + PENS;Masculino;Dependiente
380;202207;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
4;202107;Rentas Medias;Pensionado;APO + CB + PENS;Femenino;Dependiente
4;202204;Rentas Medias;Pensionado;APO + VIDA;Masculino;Dependiente
6;202108;Alto Valor;Pensionado;VIDA + PENS;Femenino;Dependiente
2101;202208;Prime;No Cotizante;CB;Masculino;NULL
126;202104;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Independiente
1;202112;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;NULL
3;202104;Alto Valor;Pensionado;APO + VIDA;Femenino;Dependiente
1;202110;Prime;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
9;202108;Rentas Masivas;Pensionado;CB;Femenino;NULL
72;202205;Rentas Medias;Pensionado;AFP_VOL;Femenino;NULL
13;202105;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
93;202105;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
21;202103;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
3;202202;Alto Valor;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
61;202108;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
1;202208;Alto Patrimonio;Pensionado;APO + AFP_VOL;Femenino;Dependiente
3;202204;Prime;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
5;202105;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
1643;202208;Rentas Medias;Pensionado;AFP_VOL;Femenino;Dependiente
1;202207;Rentas Medias;Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
43008;202110;Rentas Masivas;Afiliado no Pensionado;APO;Masculino;Independiente
233;202208;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
178;202203;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
4;202205;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;NULL
76;202105;Alto Patrimonio;No Cotizante;AFP_VOL;Masculino;NULL
7;202101;Prime;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
4;202111;Alto Patrimonio;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
2356;202101;Rentas Medias;No Cotizante;CB;Masculino;NULL
2353;202201;Rentas Medias;No Cotizante;CB;Masculino;NULL
4;202110;Alto Valor;Pensionado;APO + PENS;Femenino;Independiente
9;202108;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
21;202112;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
25;202103;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
54;202103;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
2;202208;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
1;202101;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;NULL
110;202110;Alto Patrimonio;No Cotizante;AFP_VOL + CB;Masculino;NULL
1;202111;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;NULL
1;202202;Prime;Afiliado no Pensionado;VIDA;Masculino;Dependiente
4936;202101;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Dependiente
175;202107;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
17;202104;Prime;Pensionado;CB + PENS;Masculino;Dependiente
38;202201;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
109;202208;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
2;202206;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
132;202107;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
11;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
316540;202201;Rentas Masivas;Afiliado no Pensionado;APO;Femenino;Dependiente
20;202205;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
5;202205;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
684;202109;Rentas Masivas;Pensionado;APO + AFP_VOL;Masculino;Dependiente
1;202203;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
4;202104;Alto Patrimonio;Pensionado;CB + VIDA;Masculino;Independiente
13;202206;Alto Valor;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
1;202106;Alto Patrimonio;Afiliado no Pensionado;CB + VIDA;Femenino;NULL
1;202109;Alto Valor;Pensionado;APO + CB + VIDA;Masculino;Dependiente
30;202110;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;Dependiente
153;202207;Rentas Masivas;Pensionado;APO + PENS;Femenino;Independiente
1108;202101;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;Independiente
10;202202;Prime;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
1;202110;Alto Valor;Pensionado;APO + CB;Femenino;Independiente
44;202102;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
3;202207;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
18;202204;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
14;202202;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Dependiente
114;202106;Prime;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
2;202205;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
1;202203;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
132;202109;Rentas Masivas;Pensionado;CB;Masculino;Dependiente
5;202205;Rentas Medias;Pensionado;APO + CB + PENS;Masculino;Dependiente
357;202112;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Dependiente
10899;202105;Rentas Masivas;Pensionado;AFP_VOL;Masculino;Dependiente
3;202108;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
1;202111;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
289;202110;Alto Valor;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
447;202111;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
38;202201;Alto Valor;Afiliado no Pensionado;APO + CB;Femenino;Independiente
1;202112;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;NULL
2;202112;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Femenino;Dependiente
3;202108;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Dependiente
53;202204;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
62;202203;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Dependiente
81;202101;Prime;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
1;202109;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
77;202203;Prime;No Cotizante;AFP_VOL + VIDA;Masculino;NULL
20;202108;Prime;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
2;202202;Prime;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
5;202111;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Independiente
1;202208;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
5;202204;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
9;202110;Rentas Masivas;Pensionado;CB;Femenino;NULL
1;202105;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL;Femenino;NULL
1;202109;Alto Patrimonio;No Cotizante;AFP_VOL + CB + PENS;Femenino;NULL
3;202103;Alto Patrimonio;Pensionado;CB;Masculino;NULL
7;202108;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
48;202112;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
11;202112;Alto Patrimonio;Pensionado;AFP_VOL + CB;Masculino;Independiente
68;202202;Alto Valor;Pensionado;AFP_VOL + CB;Masculino;Dependiente
401;202106;Rentas Medias;Afiliado no Pensionado;APO + CB;Femenino;Dependiente
410;202205;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
5;202201;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
114;202110;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
1;202103;Alto Valor;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
1;202103;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
244;202105;Alto Valor;No Cotizante;AFP_VOL + CB;Masculino;NULL
18;202107;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Dependiente
54;202208;Prime;Pensionado;AFP_VOL + PENS;Femenino;Independiente
7;202110;Rentas Medias;Pensionado;CB;Masculino;NULL
1;202101;Prime;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
8;202205;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
106;202102;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
2;202205;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
57;202207;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Dependiente
1328;202110;Alto Valor;No Cotizante;CB;Femenino;NULL
14;202112;Rentas Medias;Pensionado;AFP_VOL + CB;Masculino;Independiente
1;202111;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
2;202108;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
1;202104;Rentas Medias;Pensionado;CB + VIDA;Femenino;NULL
2;202108;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
2;202103;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;NULL
13;202104;Alto Valor;Pensionado;VIDA + PENS;Masculino;Dependiente
